
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "296", "295"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "297", "296"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "298", "297"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "299", "298"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "300", "299"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "301", "300"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "302", "301"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "303", "302"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "304", "303"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "305", "304"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "306", "305"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "307", "306"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "308", "307"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "309", "308"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "310", "309"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "311", "310"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "312", "311"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "313", "312"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "314", "313"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "315", "314"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "316", "315"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "317", "316"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "317", "317"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "318", "317"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "318", "318"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "319", "318"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "320", "319"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "321", "320"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "322", "321"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "323", "322"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "324", "323"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "325", "324"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "326", "325"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "327", "326"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "328", "327"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "329", "328"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "330", "329"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "331", "330"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "332", "331"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "333", "332"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "333", "333"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "334", "333"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "335", "334"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "335", "335"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "336", "335"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "337", "336"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "338", "337"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "339", "338"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "340", "339"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "340", "340"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "341", "340"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "342", "341"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "343", "342"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "343", "343"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "344", "343"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "345", "344"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "346", "345"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "347", "346"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "348", "347"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "349", "348"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "350", "349"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "351", "350"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "352", "351"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "353", "352"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "354", "353"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "355", "354"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "356", "355"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "357", "356"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "358", "357"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "359", "358"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "360", "359"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "361", "360"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "362", "361"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "363", "362"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "364", "363"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "365", "364"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "366", "365"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "367", "366"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "368", "367"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "369", "368"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "370", "369"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "371", "370"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "372", "371"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "373", "372"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "373", "373"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "374", "373"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "375", "374"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "376", "375"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "377", "376"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "378", "377"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "379", "378"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "379", "379"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "380", "379"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "380", "380"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "381", "380"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "382", "381"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "383", "382"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "384", "383"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "385", "384"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "386", "385"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "387", "386"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "388", "387"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "389", "388"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "390", "389"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "391", "390"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "392", "391"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "393", "392"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "393", "393"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "394", "393"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "395", "394"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "396", "395"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "397", "396"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "398", "397"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "399", "398"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "400", "399"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "401", "400"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "402", "401"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "403", "402"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "404", "403"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "405", "404"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "406", "405"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "407", "406"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "408", "407"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "409", "408"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "410", "409"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "410", "410"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "411", "410"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "411", "411"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "412", "411"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "412", "412"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "413", "412"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "414", "413"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "414", "414"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "415", "414"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "416", "415"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "417", "416"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "417", "417"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "418", "417"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "418", "418"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "419", "418"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "420", "419"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "421", "420"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "421", "421"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "422", "421"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "422", "422"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "423", "422"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "424", "423"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "424", "424"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "425", "424"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "425", "425"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "426", "425"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "427", "426"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "427", "427"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "428", "427"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "428", "428"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "429", "428"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "430", "429"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "430", "430"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "431", "430"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "431", "431"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "432", "431"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "433", "432"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "434", "433"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "435", "434"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "435", "435"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "435", "435"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "435", "435"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "436", "435"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "436", "436"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "437", "436"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "437", "437"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "438", "437"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "438", "438"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "439", "438"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "439", "439"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "440", "439"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "440", "440"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "440", "440"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "441", "440"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "441", "441"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "441", "441"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "442", "441"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "442", "442"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "442", "442"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "442", "442"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "443", "442"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "443", "443"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "444", "443"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "444", "444"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "444", "444"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "445", "444"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "445", "445"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "446", "445"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "446", "446"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "447", "446"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "447", "447"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "447", "447"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "447", "447"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "448", "447"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "448", "448"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "449", "448"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "449", "449"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "449", "449"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "449", "449"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "449", "449"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "450", "449"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "450", "450"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "451", "450"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "451", "451"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "452", "451"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "452", "452"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "453", "452"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "453", "453"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "454", "453"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "454", "454"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "455", "454"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "455", "455"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "456", "455"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "457", "456"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "458", "457"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "458", "458"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "459", "458"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "459", "459"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "460", "459"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "460", "460"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "461", "460"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "461", "461"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "461", "461"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "461", "461"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "462", "461"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "462", "462"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "463", "462"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "463", "463"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "464", "463"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "464", "464"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "464", "464"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "465", "464"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "465", "465"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "465", "465"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "466", "465"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "466", "466"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "467", "466"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "468", "467"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "469", "468"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "469", "469"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "470", "469"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "471", "470"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "472", "471"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "473", "472"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "473", "473"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "474", "473"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "474", "474"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "475", "474"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "476", "475"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "477", "476"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "477", "477"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "478", "477"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "479", "478"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "479", "479"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "480", "479"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "481", "480"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "481", "481"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "482", "481"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "482", "482"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "483", "482"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "484", "483"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "484", "484"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "485", "484"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "485", "485"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "486", "485"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "486", "486"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "486", "486"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "486", "486"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "487", "486"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "488", "487"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "489", "488"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "490", "489"
Sunday, 13 Jan 2013 02:37:22 GMT (2): Comparing frame numbers: "491", "490"
